copying 0 paths...
copying 0 paths...
Using Linux HCA usb4_rdma4 and macOS HCA rdma_en3
en3: flags=8863<UP,BROADCAST,SMART,RUNNING,SIMPLEX,MULTICAST> mtu 9000
	options=460<TSO4,TSO6,CHANNEL_IO>
	ether 36:26:af:6d:62:08
	inet 10.0.3.3 netmask 0xffffff00 broadcast 10.0.3.255
rank 0 generation response tokens=222 finish=None
rank 0 generation response tokens=223 finish=None
rank 0 generation response tokens=224 finish=None
rank 0 generation response tokens=225 finish=None
rank 0 generation response tokens=226 finish=None
rank 0 generation response tokens=227 finish=None
rank 0 generation response tokens=228 finish=None
rank 0 generation response tokens=229 finish=None
rank 0 generation response tokens=230 finish=None
rank 0 generation response tokens=231 finish=None
rank 0 generation response tokens=232 finish=None
rank 0 generation response tokens=233 finish=None
rank 0 generation response tokens=234 finish=None
rank 0 generation response tokens=235 finish=None
rank 0 generation response tokens=236 finish=None
rank 0 generation response tokens=237 finish=None
rank 0 generation response tokens=238 finish=None
rank 0 generation response tokens=239 finish=None
rank 0 generation response tokens=240 finish=None
rank 0 generation response tokens=241 finish=None
rank 0 generation response tokens=242 finish=None
rank 0 generation response tokens=243 finish=None
rank 0 generation response tokens=244 finish=None
rank 0 generation response tokens=245 finish=None
rank 0 generation response tokens=246 finish=None
rank 0 generation response tokens=247 finish=None
rank 0 generation response tokens=248 finish=None
rank 0 generation response tokens=249 finish=None
rank 0 generation response tokens=250 finish=None
rank 0 generation response tokens=251 finish=None
rank 0 generation response tokens=252 finish=None
rank 0 generation response tokens=253 finish=None
rank 0 generation response tokens=254 finish=None
rank 0 generation response tokens=255 finish=None
rank 0 generation response tokens=256 finish=length
-- linux output (mac0-linux1 rank 1) --
[jaccl] Connection attempt 0 waiting 1000 ms
rank 1/2 backend=jaccl MLX_RANK=1 device=Device(gpu, 0) model=/tmp/mlx-lm-qwen2-0.5b-instruct-4bit
rank 1 sharded_load OK
rank 1 stream generation start prompt_tokens=512 generation_tokens=256
Warning: rocBLAS does not support GPU architecture 'gfx1103'. Matrix multiplication operations will not be available. Supported architectures: gfx908, gfx90a, gfx942, gfx950, gfx1030, gfx1100, gfx1101, gfx1102, gfx1150, gfx1151, gfx1200, gfx1201.
rank 1 generation response tokens=1 finish=None
rank 1 generation response tokens=2 finish=None
rank 1 generation response tokens=3 finish=None
rank 1 generation response tokens=4 finish=None
rank 1 generation response tokens=5 finish=None
rank 1 generation response tokens=6 finish=None
rank 1 generation response tokens=7 finish=None
rank 1 generation response tokens=8 finish=None
rank 1 generation response tokens=9 finish=None
rank 1 generation response tokens=10 finish=None
rank 1 generation response tokens=11 finish=None
rank 1 generation response tokens=12 finish=None
rank 1 generation response tokens=13 finish=None
rank 1 generation response tokens=14 finish=None
rank 1 generation response tokens=15 finish=None
rank 1 generation response tokens=16 finish=None
rank 1 generation response tokens=17 finish=None
rank 1 generation response tokens=18 finish=None
rank 1 generation response tokens=19 finish=None
rank 1 generation response tokens=20 finish=None
rank 1 generation response tokens=21 finish=None
rank 1 generation response tokens=22 finish=None
rank 1 generation response tokens=23 finish=None
rank 1 generation response tokens=24 finish=None
rank 1 generation response tokens=25 finish=None
rank 1 generation response tokens=26 finish=None
rank 1 generation response tokens=27 finish=None
rank 1 generation response tokens=28 finish=None
rank 1 generation response tokens=29 finish=None
rank 1 generation response tokens=30 finish=None
rank 1 generation response tokens=31 finish=None
rank 1 generation response tokens=32 finish=None
rank 1 generation response tokens=33 finish=None
rank 1 generation response tokens=34 finish=None
rank 1 generation response tokens=35 finish=None
rank 1 generation response tokens=36 finish=None
rank 1 generation response tokens=37 finish=None
rank 1 generation response tokens=38 finish=None
rank 1 generation response tokens=39 finish=None
rank 1 generation response tokens=40 finish=None
rank 1 generation response tokens=41 finish=None
rank 1 generation response tokens=42 finish=None
rank 1 generation response tokens=43 finish=None
rank 1 generation response tokens=44 finish=None
rank 1 generation response tokens=45 finish=None
rank 1 generation response tokens=46 finish=None
rank 1 generation response tokens=47 finish=None
rank 1 generation response tokens=48 finish=None
rank 1 generation response tokens=49 finish=None
rank 1 generation response tokens=50 finish=None
rank 1 generation response tokens=51 finish=None
rank 1 generation response tokens=52 finish=None
rank 1 generation response tokens=53 finish=None
rank 1 generation response tokens=54 finish=None
rank 1 generation response tokens=55 finish=None
rank 1 generation response tokens=56 finish=None
rank 1 generation response tokens=57 finish=None
rank 1 generation response tokens=58 finish=None
rank 1 generation response tokens=59 finish=None
rank 1 generation response tokens=60 finish=None
rank 1 generation response tokens=61 finish=None
rank 1 generation response tokens=62 finish=None
rank 1 generation response tokens=63 finish=None
rank 1 generation response tokens=64 finish=None
rank 1 generation response tokens=65 finish=None
rank 1 generation response tokens=66 finish=None
rank 1 generation response tokens=67 finish=None
rank 1 generation response tokens=68 finish=None
rank 1 generation response tokens=69 finish=None
rank 1 generation response tokens=70 finish=None
rank 1 generation response tokens=71 finish=None
rank 1 generation response tokens=72 finish=None
rank 1 generation response tokens=73 finish=None
rank 1 generation response tokens=74 finish=None
rank 1 generation response tokens=75 finish=None
rank 1 generation response tokens=76 finish=None
rank 1 generation response tokens=77 finish=None
rank 1 generation response tokens=78 finish=None
rank 1 generation response tokens=79 finish=None
rank 1 generation response tokens=80 finish=None
rank 1 generation response tokens=81 finish=None
rank 1 generation response tokens=82 finish=None
rank 1 generation response tokens=83 finish=None
rank 1 generation response tokens=84 finish=None
rank 1 generation response tokens=85 finish=None
rank 1 generation response tokens=86 finish=None
rank 1 generation response tokens=87 finish=None
rank 1 generation response tokens=88 finish=None
rank 1 generation response tokens=89 finish=None
rank 1 generation response tokens=90 finish=None
rank 1 generation response tokens=91 finish=None
rank 1 generation response tokens=92 finish=None
rank 1 generation response tokens=93 finish=None
rank 1 generation response tokens=94 finish=None
rank 1 generation response tokens=95 finish=None
rank 1 generation response tokens=96 finish=None
rank 1 generation response tokens=97 finish=None
rank 1 generation response tokens=98 finish=None
rank 1 generation response tokens=99 finish=None
rank 1 generation response tokens=100 finish=None
rank 1 generation response tokens=101 finish=None
rank 1 generation response tokens=102 finish=None
rank 1 generation response tokens=103 finish=None
rank 1 generation response tokens=104 finish=None
rank 1 generation response tokens=105 finish=None
rank 1 generation response tokens=106 finish=None
rank 1 generation response tokens=107 finish=None
rank 1 generation response tokens=108 finish=None
rank 1 generation response tokens=109 finish=None
rank 1 generation response tokens=110 finish=None
rank 1 generation response tokens=111 finish=None
rank 1 generation response tokens=112 finish=None
rank 1 generation response tokens=113 finish=None
rank 1 generation response tokens=114 finish=None
rank 1 generation response tokens=115 finish=None
rank 1 generation response tokens=116 finish=None
rank 1 generation response tokens=117 finish=None
rank 1 generation response tokens=118 finish=None
rank 1 generation response tokens=119 finish=None
rank 1 generation response tokens=120 finish=None
rank 1 generation response tokens=121 finish=None
rank 1 generation response tokens=122 finish=None
rank 1 generation response tokens=123 finish=None
rank 1 generation response tokens=124 finish=None
rank 1 generation response tokens=125 finish=None
rank 1 generation response tokens=126 finish=None
rank 1 generation response tokens=127 finish=None
rank 1 generation response tokens=128 finish=None
rank 1 generation response tokens=129 finish=None
rank 1 generation response tokens=130 finish=None
rank 1 generation response tokens=131 finish=None
rank 1 generation response tokens=132 finish=None
rank 1 generation response tokens=133 finish=None
rank 1 generation response tokens=134 finish=None
rank 1 generation response tokens=135 finish=None
rank 1 generation response tokens=136 finish=None
rank 1 generation response tokens=137 finish=None
rank 1 generation response tokens=138 finish=None
rank 1 generation response tokens=139 finish=None
rank 1 generation response tokens=140 finish=None
rank 1 generation response tokens=141 finish=None
rank 1 generation response tokens=142 finish=None
rank 1 generation response tokens=143 finish=None
rank 1 generation response tokens=144 finish=None
rank 1 generation response tokens=145 finish=None
rank 1 generation response tokens=146 finish=None
rank 1 generation response tokens=147 finish=None
rank 1 generation response tokens=148 finish=None
rank 1 generation response tokens=149 finish=None
rank 1 generation response tokens=150 finish=None
rank 1 generation response tokens=151 finish=None
rank 1 generation response tokens=152 finish=None
rank 1 generation response tokens=153 finish=None
rank 1 generation response tokens=154 finish=None
rank 1 generation response tokens=155 finish=None
rank 1 generation response tokens=156 finish=None
rank 1 generation response tokens=157 finish=None
rank 1 generation response tokens=158 finish=None
rank 1 generation response tokens=159 finish=None
rank 1 generation response tokens=160 finish=None
rank 1 generation response tokens=161 finish=None
rank 1 generation response tokens=162 finish=None
rank 1 generation response tokens=163 finish=None
rank 1 generation response tokens=164 finish=None
rank 1 generation response tokens=165 finish=None
rank 1 generation response tokens=166 finish=None
rank 1 generation response tokens=167 finish=None
rank 1 generation response tokens=168 finish=None
rank 1 generation response tokens=169 finish=None
rank 1 generation response tokens=170 finish=None
rank 1 generation response tokens=171 finish=None
rank 1 generation response tokens=172 finish=None
rank 1 generation response tokens=173 finish=None
rank 1 generation response tokens=174 finish=None
rank 1 generation response tokens=175 finish=None
rank 1 generation response tokens=176 finish=None
rank 1 generation response tokens=177 finish=None
rank 1 generation response tokens=178 finish=None
rank 1 generation response tokens=179 finish=None
rank 1 generation response tokens=180 finish=None
rank 1 generation response tokens=181 finish=None
rank 1 generation response tokens=182 finish=None
rank 1 generation response tokens=183 finish=None
rank 1 generation response tokens=184 finish=None
rank 1 generation response tokens=185 finish=None
rank 1 generation response tokens=186 finish=None
rank 1 generation response tokens=187 finish=None
rank 1 generation response tokens=188 finish=None
rank 1 generation response tokens=189 finish=None
rank 1 generation response tokens=190 finish=None
rank 1 generation response tokens=191 finish=None
rank 1 generation response tokens=192 finish=None
rank 1 generation response tokens=193 finish=None
rank 1 generation response tokens=194 finish=None
rank 1 generation response tokens=195 finish=None
rank 1 generation response tokens=196 finish=None
rank 1 generation response tokens=197 finish=None
rank 1 generation response tokens=198 finish=None
rank 1 generation response tokens=199 finish=None
rank 1 generation response tokens=200 finish=None
rank 1 generation response tokens=201 finish=None
rank 1 generation response tokens=202 finish=None
rank 1 generation response tokens=203 finish=None
rank 1 generation response tokens=204 finish=None
rank 1 generation response tokens=205 finish=None
rank 1 generation response tokens=206 finish=None
rank 1 generation response tokens=207 finish=None
rank 1 generation response tokens=208 finish=None
rank 1 generation response tokens=209 finish=None
rank 1 generation response tokens=210 finish=None
rank 1 generation response tokens=211 finish=None
rank 1 generation response tokens=212 finish=None
rank 1 generation response tokens=213 finish=None
rank 1 generation response tokens=214 finish=None
rank 1 generation response tokens=215 finish=None
rank 1 generation response tokens=216 finish=None
rank 1 generation response tokens=217 finish=None
rank 1 generation response tokens=218 finish=None
rank 1 generation response tokens=219 finish=None
rank 1 generation response tokens=220 finish=None
rank 1 generation response tokens=221 finish=None
rank 1 generation response tokens=222 finish=None
rank 1 generation response tokens=223 finish=None
rank 1 generation response tokens=224 finish=None
rank 1 generation response tokens=225 finish=None
rank 1 generation response tokens=226 finish=None
rank 1 generation response tokens=227 finish=None
rank 1 generation response tokens=228 finish=None
rank 1 generation response tokens=229 finish=None
rank 1 generation response tokens=230 finish=None
rank 1 generation response tokens=231 finish=None
rank 1 generation response tokens=232 finish=None
rank 1 generation response tokens=233 finish=None
rank 1 generation response tokens=234 finish=None
rank 1 generation response tokens=235 finish=None
rank 1 generation response tokens=236 finish=None
rank 1 generation response tokens=237 finish=None
rank 1 generation response tokens=238 finish=None
rank 1 generation response tokens=239 finish=None
rank 1 generation response tokens=240 finish=None
rank 1 generation response tokens=241 finish=None
rank 1 generation response tokens=242 finish=None
rank 1 generation response tokens=243 finish=None
rank 1 generation response tokens=244 finish=None
rank 1 generation response tokens=245 finish=None
rank 1 generation response tokens=246 finish=None
rank 1 generation response tokens=247 finish=None
rank 1 generation response tokens=248 finish=None
rank 1 generation response tokens=249 finish=None
rank 1 generation response tokens=250 finish=None
rank 1 generation response tokens=251 finish=None
rank 1 generation response tokens=252 finish=None
rank 1 generation response tokens=253 finish=None
rank 1 generation response tokens=254 finish=None
rank 1 generation response tokens=255 finish=None
rank 1 generation response tokens=256 finish=length
rank 1 synchronize start
rank 1 synchronize OK
rank 1 sleeping 1000 ms after generation
rank 1 generated=256 prompt_tps=239.455 generation_tps=4.372 peak_memory_gb=0.204 finish=length
MLX probe failed (mac0-linux1): mac_rc=255 linux_rc=0
